"Danganronpa: The Animation","16592"
"Danganronpa 3: The End of Hope's Peak Academy- Despair Arc","33028"
"Danganronpa 3: The End of Hope's Peak Academy- Future Arc","32189"
"Danganronpa 3: The End of Hope's Peak Academy-  Hope Arc","34103"
"Bananya","32664"
"From the New World","13125"
"Watamote: No Matter How I Look at It, It's You Guys' Fault I'm Not Popular!","16742"
"New Game!","31953"
"Kakegurui","34933"
"Juni Taisen: Zodiac War","35076"
"King's Game","36027"
"Ghost Stories","1281"
"Citrus","34382"
"Junji Ito ""Collection""","36124"
"Blend S","34618"
"Kantai Collection: Kan Colle","21511"
"Violet Evergarden","33352"
"March Comes in like a Lion","31646"
"Kaiji - Ultimate Survivor","3002"
"Mob Psycho 100","32182"
"Dog & Scissors","17831"
"Devilman: Crybaby","35120"
"Dragon Ball Z Kai","6033"
"Food Wars! The Second Plate","32282"
"Food Wars! The Third Plate","35788"
"My Neighbor Totoro","523"
"A Place Further Than the Universe","35839"
"Laid-Back Camp","34798"
"Megalo Box","36563"
"Akame ga Kill!","22199"
"91 Days","32998"
"Food Wars! The Third Plate: Totsuki Train Arc","36949"
"Steins;Gate 0","30484"
"Kino's Journey -the Beautiful World- the Animated Series","35079"
"Mobile Suit Gundam: Iron-Blooded Orphans","31251"
"Monthly Girls' Nozaki-kun","23289"
"Welcome to the NHK!","1210"
"Inuyashiki: Last Hero","34542"
"Mobile Suit Gundam: Iron-Blooded Orphans 2","33051"
"Aho-Girl","34881"
"My Hero Academia 3","36456"
"Attack on Titan 3rd Season","35760"
"Shiki","7724"
"Goblin Slayer","37349"
"Ms. Vampire who lives in my neighborhood.","37579"
"Back Street Girls -GOKUDOLS-","36873"
"Goblin Slayer: Adventure Sheet","38807"
"My Hero Academia: Hero Notebook","35262"
"Black Butler Recap","6163"
"Attack on Titan: Since That Day","19285"
"ERASED Recap","35815"
"Girls und Panzer: Introductions!","16199"
"Golden Boy","268"
"Bloom Into You","37786"
"DARLING in the FRANXX","35849"
"That Time I Got Reincarnated as a Slime","37430"
"Banana Fish","36649"
"Cells at Work!","37141"
"Hinamatsuri","36296"
"Rascal Does Not Dream of Bunny Girl Senpai","37450"
"Virtual-san Looking","38851"
"Gunslinger Girl","134"
"The Promised Neverland","37779"
"Domestic Girlfriend","37982"
"Alderamin on the Sky","31764"
"Elfen Lied","226"
"GANTZ","384"
"Black Lagoon","889"
"Speed Grapher","198"
"Kase-san and Morning Glories","36214"
"B: The Beginning","32827"
"Clannad","2167"
"Kaguya-sama: Love Is War","37999"
"I Want to Eat Your Pancreas","36098"
"One-Punch Man 2","34134"
"Sweet Blue Flowers","6164"
"Sasameki Koto","6203"
"Made in Abyss","34599"
"JoJo's Bizarre Adventure: Golden Wind","37991"
"Haikyuu!! Karasuno High School vs Shiratorizawa Academy","32935"
"Mob Psycho 100 II","37510"
"Haikyuu!! Second Season","28891"
"March Comes in like a Lion 2nd Season","35180"
"Clannad After Story","4181"
"Natsume's Book of Friends Season 6","34591"
"Gintama Kanketsu-hen: Yorozuya yo Eien Nare","15335"
"Gintama (2015)","28977"
"Gintama.: Shirogane no Tamashii-hen 2","37491"
"Gintama.: Shirogane no Tamashii-hen","36838"
"Gintama'","9969"
"Gintama': Enchousen","15417"
"Mushishi Zoku Shou","21939"
"The Rising of the Shield Hero","35790"
"Hajime no Ippo: New Challenger","5258"
"Natsume's Book of Friends Season 4","11665"
"Hajime no Ippo: The Fighting!","263"
"Owarimonogatari (2017)","35247"
"Natsume's Book of Friends Season 5","32983"
"Haikyuu!!","20583"
"Descending Stories: Shouwa Genroku Rakugo Shinjuu","33095"
"Afro Samurai","1292"
"Princess Mononoke","164"
"Gintama: Porori-hen","35843"
"Howl's Moving Castle","431"
"Dororo (2019)","37520"
"The Disappearance of Haruhi Suzumiya","7311"
"Douluo Dalu 2","37822"
"Mushishi: Hihamukage","21329"
"The Disastrous Life of Saiki K. 2nd Season","34612"
"Rurouni Kenshin: Tsuiokuhen","44"
"Mo Dao Zu Shi","37208"
"Assassination Classroom 2nd Season","30654"
"The Garden of Sinners Movie 5: Paradox Paradigm","4282"
"Fate/Zero 2","11741"
"Bunny Drop","10162"
"Hajime no Ippo: Rising","19647"
"Hotarubi no Mori e","10408"
"Doukyuusei","30346"
"Sekai-ichi Hatsukoi: Yokozawa Takafumi no Baai","20371"
"Happy Sugar Life","37517"
"Night is Short, Walk On Girl","34537"
"Sekkou Boys","31540"
"Sarazanmai","37426"
"Penguindrum","10721"
"Attack on Titan 3rd Season: Part II","38524"
"Kakegurui XX","37086"
"Ai no Kusabi: The Space Between","719"
"Kanye West: Good Morning","8626"
"Neon Genesis Evangelion","30"
"Kamisama Kiss: Kako-hen","30709"
"Great Teacher Onizuka","245"
"Dr. Stone","38691"
"How Heavy Are the Dumbbells You Lift?","39026"
"Given","39533"
"Vinland Saga","37521"
"Are You Lost?","39456"
"Black Fox","37498"
"We Never Learn!","40004"
"Blade of the Immortal (2019)","39806"
"Babylon","37525"
"No Guns Life","39539"
"Kimi dake ni Motetainda","40335"
"Fragtime","39545"
"Love Stage!!","21105"
"Demon Slayer: Kimetsu no Yaiba","38000"
"Mushishi Zoku Shou 2nd Season","24701"
"Rascal Does Not Dream of a Dreaming Girl","38329"
"My Hero Academia 4","38408"
"Love Stage!! OVA","23441"
"Dropkick on My Devil!","36906"
"Darwin's Game","38656"
"Seton Academy: Join the Pack!","40483"
"DAKAICHI -I'm being harassed by the sexiest man of the year-","37597"
"Legend of the Galactic Heroes","820"
"Time of Eve Movie","7465"
"Dorohedoro","38668"
"Black Clover","34572"
"Carole & Tuesday","37435"
"O Maidens in Your Savage Season","38753"
"Science Fell in Love, So I Tried to Prove It","38992"
"Rurouni Kenshin","45"
"Kaguya-sama: Love Is War?","40591"
"Paranoia Agent","323"
"Gleipnir","39463"
"Naruto Shippuden","1735"
"Boruto: Naruto Next Generations","34566"
"One Piece","21"
"Handa-kun","32648"
"The Millionaire Detective - Balance:Unlimited","41120"
"My Next Life as a Villainess: All Routes Lead to Doom!","38555"
"Plunderer","37345"
"Weathering With You","38826"
"Fate/Zero","10087"
"Fate/stay night: Unlimited Blade Works","22297"
"Fate/stay night: Unlimited Blade Works 2","28701"
"Grand Blue","37105"
"Space Dandy","20057"
"Fate/stay night: Heaven's Feel I. presage flower","25537"
"Fate/stay night: Heaven's Feel II. lost butterfly","33049"
"Fate/Apocrypha","34662"
"Super HxEros","40623"
"Monster Girl Doctor","40708"
"Re:ZERO -Starting Life in Another World- Season 2","39587"
"Squid Girl","8557"
"Uzaki-chan Wants to Hang Out!","41226"
"Fruits Basket 1st Season","38680"
"Perfect Blue","437"
"Paprika","1943"
"Maquia: When the Promised Flower Blooms","35851"
"Prison School","30240"
"The Misfit of Demon King Academy","40496"
"Blue Spring Ride","21995"
"Baka and Test - Summon the Beasts","9471"
"Blue Spring Ride: Page.13","24151"
"Claymore","1818"
"Blood Blockade Battlefront","24439"
"My Love Story!!","28297"
"Yamada-kun and the Seven Witches","28677"
"Punch Line","28617"
"Sound! Euphonium","27989"
"The Disappearance of Nagato Yuki-chan","26351"
"Attack on Titan Movie 1: Crimson Bow and Arrow","23775"
"Expelled From Paradise","13391"
"Ace of the Diamond","18689"
"Cardcaptor Sakura","232"
"BECK: Mongolian Chop Squad","57"
"Chobits","59"
"Death Billiards","14353"
"Summer Wars","5681"
"Beyblade","288"
"Highschool of the Dead: Drifters of the Dead","9515"
"Tengen Toppa Gurren Lagann","2001"
"FLCL","227"
"The Melancholy of Haruhi Suzumiya","849"
"Ouran High School Host Club","853"
"Fruits Basket","120"
"Vampire Knight","3457"
"Laputa: Castle in the Sky","513"
"Kiki's Delivery Service","512"
"Porco Rosso","416"
"The Wind Rises","16662"
"The Secret World of Arrietty","7711"
"The Cat Returns","597"
"Whisper of the Heart","585"
"When Marnie Was There","21557"
"Toradora!","4224"
"K-On!","5680"
"Spice and Wolf","2966"
"Spice and Wolf II","5341"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?","28121"
"Fairy Tail","6702"
"Tokyo Ghoul","22319"
"InuYasha","249"
"Shuffle!","79"
"Love Hina","189"
"Skip Beat!","4722"
"The Melancholy of Haruhi Suzumiya (2009)","4382"
"InuYasha: The Final Act","6811"
"Ponyo on the Cliff by the Sea","2890"
"Maid-sama!","7054"
"Bleach","269"
"Naruto","20"
"Desert Punk","25"
"Soul Eater","3588"
"Black Cat","68"
"School Days","2476"
"Darker than Black","2025"
"The Familiar of Zero","1195"
"Hunter x Hunter","136"
"Panty & Stocking with Garterbelt","8795"
"Attack on Titan: No Regrets","25781"
"Say ""I love you.""","14289"
"My Little Monster","14227"
"The Wallflower","1562"
"School Rumble","24"
"Azumanga Daioh","66"
"Fairy Tail 2","22043"
"A Letter to Momo","10389"
"Lucky Star","1887"
"School Rumble: 2nd Semester","846"
"School Rumble: Extra Class","517"
"Baka and Test - Summon the Beasts 2","8516"
"Kiss x Sis TV","7593"
"Sgt. Frog","516"
"My Bride is a Mermaid","2104"
"Romeo x Juliet","1699"
"We Were There","1222"
"Tesagure! Bukatsumono: Spin-off Puru Purun Sharumu to Asobou","28835"
"Rainy Cocoa","28981"
"Typhoon Noruda","30585"
"Seraph of the End","26243"
"Vampire Knight Guilty","4752"
"Brothers Conflict","15605"
"Amagi Brilliant Park","22147"
"Blue Exorcist","9919"
"Chibits","596"
"Dragon Ball","223"
"Dragon Ball Z","813"
"Durarara!!","6746"
"Eden of the East","5630"
"Eden of the East: Falling Down","6399"
"Eden of The East Movie II: Paradise Lost","6637"
"Eden of The East Movie I: The King of Eden","6372"
"Fullmetal Alchemist The Movie: Conqueror of Shamballa","430"
"The Devil is a Part-Timer!","15809"
"Hamtaro","508"
"Yu-Gi-Oh!","550"
"Yu-Gi-Oh! Movie 2: Pyramid of Light","1894"
"Fate/stay night: Unlimited Blade Works Prologue","27821"
"Shuffle! Memories","1836"
"K: Missing Kings","16904"
"Lucky Star OVA","4472"
"Working!!!","25879"
"Working'!!","10521"
"The Disappearance of Nagato Yuki-chan OVA","30379"
"Puella Magi Madoka Magica","9756"
"Arakawa Under the Bridge","7647"
"K: Return of Kings","27991"
"School Rumble San Gakki","4015"
"Hamtaro OVA 4: Ham-Ham Games","8966"
"Re-Kan!","25859"
"Amagi Brilliant Park: No Time to Take It Easy!","30206"
"Your lie in April: Moments","28069"
"Aoharu x Machinegun","30205"
"The Anthem of the Heart","28725"
"Snow White with the Red Hair","30123"
"Rainbow Days","31414"
"Charlotte Special","31553"
"Ace Attorney","31630"
"Digimon Adventure Tri. Movie 1: Reunion","25687"
"Digimon Adventure Tri. Movie 2: Determination","32108"
"Digimon Adventure Tri. Movie 4: Loss","34299"
"Digimon Adventure Tri. Movie 6: Future","36466"
"Saekano: How to Raise a Boring Girlfriend","23277"
"Seraph of the End: Battle in Nagoya","28927"
"Dragon Ball Super","30694"
"The Seven Deadly Sins","23755"
"Noragami","20507"
"White Album","4720"
"White Album 2","18245"
"Barakamon","22789"
"Kimi ni Todoke - From Me To You","6045"
"Yamada's First Time: B Gata H Kei","7817"
"Sound! Euphonium: Ready, Set, Monaka","31665"
"Rosario + Vampire","2993"
"Kanon (2006)","1530"
"A Lull in the Sea","16067"
"The Perfect Insider","28621"
"Phantasy Star Online 2 The Animation","31223"
"Grimgar of Fantasy and Ash","31859"
"Durarara!! X2 The Third Arc","27833"
"Shouwa Genroku Rakugo Shinjuu","28735"
"Reikenzan: Hoshikuzu-tachi no Utage","32094"
"Ajin Movie 1: Shoudou","30868"
"Ajin Movie 2: Shoutotsu","30869"
"Ajin Movie 3: Shougeki","30870"
"Uta no Prince-sama: Maji Love 1000%","10321"
"La Corda D'Oro ~primo passo~","1579"
"Uta no Prince-sama: Maji Love 2000%","12711"
"Anne-Happy","31080"
"Bungou Stray Dogs","31478"
"Kiznaiver","31798"
"Kuromukuro","32245"
"The Lost Village","32438"
"Ajin OVA","32015"
"She and Her Cat: Everything Flows","32491"
"Hanasaku Iroha","9289"
"Daily Lives of High School Boys","11843"
"Hundred","31338"
"Silver Spoon","16918"
"Anohana: The Flower We Saw That Day Movie","15039"
"The Garden of Words","16782"
"Meiji Tokyo Renka Movie: Yumihari no Serenade","29855"
"""Bungaku Shoujo"" Movie","6408"
"The Case of Hana & Alice","27969"
"Like the Clouds, Like the Wind","1032"
"Hyouka","12189"
"Mouryou no Hako","4879"
"Rainbow: Nisha Rokubou no Shichinin","6114"
"Ace of the Diamond: Second Season","30230"
"The Tatami Galaxy","7785"
"The Irregular at Magic High School","20785"
"Saiunkoku Monogatari","957"
"Serial Experiments Lain","339"
"K-On!!","7791"
"The Familiar of Zero: ""Rondo"" of Princesses","3712"
"Btooom!","14345"
"Mardock Scramble: The First Compression","8100"
"Wolf Girl and Black Prince","23673"
"Kimi ni Todoke - From Me To You 2nd Season","9656"
"Yosuga No Sora: In Solitude Where We Are Least Alone","8861"
"Another","11111"
"Psycho-Pass 2","23281"
"Fate/stay night: Unlimited Blade Works Movie","6922"
"Fate/Extra Last Encore","33047"
"Berserk (2016)","32379"
"Overlord: Play Play Pleiades","31138"
"The Asterisk War (2016)","30544"
"Terror in Resonance","23283"
"Future Diary: Redial","16762"
"Harmonie","20903"
"Paradise Kiss","322"
"Nana","877"
"B-PROJECT","33046"
"First Love Monster","31109"
"ReLIFE","30015"
"Hybrid x Heart Magias Academy Ataraxia","31845"
"Momokuri","30014"
"Sound! Euphonium 2","31988"
"Ajin: Demi-Human 2nd Season","33253"
"Food Wars! Jump Festa 2015 Special","31327"
"Mekaku City Actors","21603"
"Ao Oni The Blue Monster","33814"
"When They Cry: Kai","1889"
"Negima!","157"
"Kiss x Sis","5042"
"Ping Pong The Animation","22135"
"Diabolik Lovers","17513"
"Kenka Banchou Otome: Girl Beats Boys","34501"
"Hayate the Combat Butler!!","2026"
"Seitokai Yakuindomo","8675"
"Heaven's Lost Property","5958"
"Midori Days","330"
"Fullmetal Alchemist: The Sacred Star of Milos","9135"
"Negima!?","1546"
"Trickster","33377"
"Buddy Complex","21437"
"Orange -Mirai-","34136"
"Little Witch Academia","14349"
"Tengen Toppa Gurren Lagann OVA","10622"
"Pokemon: The Origin","20159"
"New Game!!","34914"
"My First Girlfriend is a Gal","34403"
"Tokyo Godfathers","759"
"Tsuredure Children","34902"
"LOVE and LIES","34934"
"Tsukigakirei","34822"
"Anonymous Noise","33203"
"Napping Princess","33204"
"Mary and the Witch's Flower","34541"
"Kimi no Koe wo Todoketai","33218"
"Hibike! Euphonium Movie 2: Todoketai Melody","35082"
"Blood Blockade Battlefront & Beyond","34451"
"Just Because!","35639"
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.","36198"
"A Sister's All You Need","35413"
"Two Car","36009"
"Wotakoi: Love is Hard for Otaku","35968"
"Lost Song","34338"
"K: Seven Stories Movie 1 - R:B ~Blaze~","33248"
"Alice in Deadly School The Animation","33839"
"Mainichi JK Kikaku","36006"
"Kiss Him, Not Me","32899"
"The Legend of the Legendary Heroes","8086"
"Recovery of an MMO Junkie","36038"
"Girls' Last Tour","35838"
"Children of the Whales","34712"
"The Ancient Magus' Bride","35062"
"Dance with Devils Movie: Fortuna","34830"
"Welcome to the Ballroom","34636"
"Classroom of the Elite","35507"
"Princess Principal","35240"
"Restaurant to Another World","34012"
"Saiyuki Reload Blast","33726"
"Gamers!","34280"
"Pokemon Movie 20: I Choose You!","34540"
"No Game No Life: Zero","33674"
"Food Wars! Toutsuki Juukketsu","36949"
"Akashic Records of Bastard Magic Instructor","32951"
"KADO: The Right Answer","32032"
"Kimi no Hikari: Asagao to Kase-san.","35159"
"Sakura Quest","34494"
"The Royal Tutor","34262"
"The Seven Deadly Sins: Revival of The Commandments","34577"
"Hakumei and Mikochi","36094"
"Dame x Prince Anime Caravan","35988"
"Yuri!!! on Ice Movie","35500"
"Persona 5 the Animation","36023"
"One Room 2nd Season","36431"
"Island","33012"
"Giovanni's Island","19115"
"Angel Beats! Another Epilogue","10067"
"ReLIFE: Kanketsu-hen","35466"
"Ashita Sekai ga Owaru to Shite mo","38464"
"Kemurikusa","37311"
"Aggretsuko: We Wish You a Metal Christmas","38815"
"K: Seven Stories Movie 6 - Circle Vision ~Nameless Song~","37307"
"K: Seven Stories Movie 5 - Memory of Red ~BURN~","37306"
"FLCL: Alternative","35842"
"K: Seven Stories Movie 2 - SIDE:BLUE ~Sirius~","37303"
"K: Seven Stories Movie 3 - SIDE:GREEN ~Overwrite World~","37304"
"Blood+","150"
"Yamada-kun and the Seven Witches OVA","24627"
"White Album 2nd Season","6165"
"My Roommate is a Cat","38145"
"The Promised Neverland 2nd Season","39617"
"Sakurada Reset","34102"
"Kono Oto Tomare!","38080"
"Joshi Kausei","38295"
"7 Seeds","38735"
"Berserk","33"
"Sword Art Online: Alicization - War of Underworld","39597"
"Ao-chan Can't Study!","38778"
"Hitoribocchi no OO Seikatsu","37614"
"Durarara!! X2","23199"
"Promare","35848"
"The Quintessential Quintuplets 2nd Season","39783"
"Sound! Euphonium Specials","31096"
"Pokemon","527"
"Ranma 1/2","210"
"Miru Tights","38935"
"The Helpful Fox Senko-san","38759"
"Golden Time","17895"
"Hajime no Ippo: Champion Road","264"
"Hajime no Ippo: Mashiba vs Kimura","265"
"Hajime no Ippo: The Fighting! Special","12069"
"If It's for My Daughter, I'd Even Defeat a Demon Lord","39324"
"Fire Force","38671"
"Record of Grancrest War","34279"
"The Ones Within","37926"
"A Certain Scientific Accelerator","38480"
"Okami-san & Her Seven Companions","7769"
"Wasteful Days of High School Girls","38619"
"In/Spectre","39017"
"Beastars","39195"
"Chihayafuru 3","37379"
"Chihayafuru 2","14397"
"Chihayafuru","10800"
"Chihayafuru OVA","18745"
"Keep Your Hands Off Eizouken!","39792"
"Fruits Basket 2nd Season","40417"
"Food Wars! The Fifth Plate","40902"
"Sing ""Yesterday"" for Me","39710"
"Fate/stay night: Heaven's Feel III. spring song","33050"
"Attack on Titan: The Final Season","40028"
"Dr. Stone: Stone Wars","40852"
"Cells at Work!!","39586"
"Akira (New)","40054"
"Higurashi: When They Cry - New","41006"
"Bananya and the Curious Bunch","40228"
"Haikyuu!! To the Top: Part II","40776"
"Haikyuu!! To the Top","38883"
"7 Seeds 2nd Season","40602"
"Food Wars! The Fourth Plate","39940"
"My Next Life as a Villainess: All Routes Lead to Doom! Season 2","42282"
"Dragon Quest: Dai no Daibouken (2020)","40906"
"Eden","19137"
"Demon Slayer: Kimetsu no Yaiba Movie - Mugen Train","40456"
"Yu-Gi-Oh! Movie 1","2006"
"Fire Force 2nd Season","40956"
"TONIKAWA: Over the Moon for You","41389"
"Earwig and the Witch","42143"
"Burn the Witch","41468"
"The Day I Became a God","41930"
"I'm Standing on a Million Lives","41380"
"Great Pretender","40052"
"Gibiate","40074"
"Japan Sinks 2020","40515"
"Rent-A-Girlfriend","40839"
"Tower of God","40221"
"Wave, Listen to Me!","40513"
"Arte","40128"
"Asteroid in Love","39388"
"22/7","40148"
"Brand New Animal","40060"
"The 8th Son? Are You Kidding Me?","38830"
"Kakuriyo: Bed & Breakfast for Spirits","36754"
"The God of High School","41353"
"The Fruit of Grisaia","17729"
"My Teen Romantic Comedy SNAFU","14813"
"Attack on Titan Movie 4: Chronicle","42091"
"Black Cat Special","2589"
"Attack on Titan: Ilse's Notebook","18397"
"Blood Blockade Battlefront OVA","32574"
"Food Wars! Jump Festa 2016 Special","34480"
"Hellsing Ultimate","777"
"Overlord II","35073"
"Dragon Ball Z Movie 14: Battle of Gods","14837"
"GATE (2016)","31637"
"Blue Exorcist: Kyoto Saga","33506"
"Gangsta.","25183"
"Death March to the Parallel World Rhapsody","34497"
"Zoids: New Century/Zero","764"
"Overlord III","37675"
"How Clumsy you are, Miss Ueno","37920"
"Log Horizon 2","23321"
"Isekai Cheat Magician","37744"
"Dragon Ball Super Movie: Broly","36946"
"Sword Art Online Alternative: Gun Gale Online","36475"
"Knight's & Magic","34104"
"How NOT to Summon a Demon Lord","37210"
"History's Strongest Disciple Kenichi","1559"
"JoJo's Bizarre Adventure: Stardust Crusaders","20899"
"Clannad: Another World, Tomoyo Chapter","4059"
"Berserk: Golden Age Arc I - The Egg of the King","10218"
"Slayers Next","535"
"Dragon Ball Z Kai: The Final Chapters","22777"
"ef - a tale of melodies","4789"
"Outlaw Star","400"
"High School DxD NEW","15451"
"Eureka Seven","237"
"Shakugan no Shana II","2787"
"Good Luck Girl!","13535"
"Persona 4 the Animation: The Factor of Hope","14267"
"Is this a Zombie? Of the Dead","10790"
"Working!!","6956"
"Irresponsible Captain Tylor","569"
"Shakugan no Shana","355"
"Maison Ikkoku","1453"
"High School DxD BorN","24703"
"Barefoot Gen","1824"
"Mobile Suit Gundam SEED","93"
"Dragon Ball Z Movie 15: Resurrection 'F'","25389"
"Is this a Zombie? Of the Dead: Yes, This Suits Me Just Fine","15437"
"Is this a Zombie?","8841"
"The Ambition of Oda Nobuna","11933"
"Ranma 1/2 OVA","1007"
"Persona 4 the Animation: No One is Alone","13587"
"Slayers","534"
"High School DxD","11617"
"Tenchi Muyo! Ryo-Ohki 3","541"
"Detective Conan","235"
"Tenchi Muyo! Ryo-Ohki","539"
"Macross: Do You Remember Love","1089"
"Gunbuster","949"
"Macross Plus","474"
"Oreimo 2","13659"
"Is this a Zombie? OVA","10209"
"True Tears","2129"
"Gunbuster 2","1002"
"Hetalia: Axis Powers","5060"
"Tenchi Universe","696"
"Dragon Ball Z Special 1: Bardock - The Father of Goku","986"
"Tenchi The Movie: Tenchi Muyo! In Love","1006"
"Tenchi Muyo! The Night Before The Carnival","1146"
"Dragon Ball Z Special 2: The History of Trunks","985"
"InuYasha The Movie 2: The Castle Beyond the Looking Glass","450"
"Clannad Movie","1723"
"Sound of the Sky","6802"
"Ranma 1/2: The Movie - Big Trouble in Nekonron, China","418"
"Love Hina Again","190"
"Little Busters!","13655"
"CLAMP in Wonderland 2","2768"
"Fist of the North Star","967"
"Air","101"
"Ai Yori Aoshi Enishi","394"
"JoJo's Bizarre Adventure","666"
"Afro Samurai Resurrection","4970"
"Genesis Climber Mospeada","3670"
"Tenchi Movie 3: Tenchi Forever","1144"
"Pokemon Movie 1: The First Movie","528"
"Excel Saga","379"
"Ai Yori Aoshi","53"
"Witchblade","935"
"Magic Knight Rayearth","435"
"Dragon Ball Z Movie 5: Cooler's Revenge","898"
"Dragon Ball Z Movie 7: Super Android 13","900"
"Dragon Ball Z Movie 3: The Tree of Might","896"
"Dragon Ball Z Movie 2: The World's Strongest","895"
"Dragon Ball Z Movie 1: Dead Zone","986"
"Da Capo","62"
"Urusei Yatsura","1293"
"Tenchi in Tokyo","538"
"Tenchi Muyo! Ryo-Ohki 2","540"
"Tenchi The Movie 2: The Daughter Of Darkness","1101"
"Pokemon: Eevee and Friends","16678"
"Pokemon: Mewtwo Returns","1709"
"Pokemon Movie 2: The Power of One","1117"
"Pokemon Movie 4: Pokemon 4Ever","1119"
"Pokemon Movie 6: Jirachi Wish Maker","1121"
"Pokemon Movie 7: Destiny Deoxys","1122"
"Pokemon Movie 8: Lucario and The Mystery of Mew","1526"
"Pokemon Movie 9: Pokemon Ranger and the Temple of the Sea","2201"
"Pokemon Movie 10: The Rise of Darkrai","2847"
"Pokemon Movie 11: Giratina and the Sky Warrior","4026"
"Pokemon Movie 12: Arceus and the Jewel of Life","6178"
"Pokemon Movie 13: Zoroark - Master of Illusions","7695"
"Pokemon Movie 14: Black - Victini and Reshiram","10740"
"Pokemon Movie 14: White - Victini and Zekrom","9917"
"Pokemon Movie 15: Kyurem vs. The Sword of Justice","12671"
"Pokemon Movie 16: Genesect and the Legend Awakened","16680"
"Pokemon Movie 17: Diancie and the Cocoon of Destruction","21569"
"Pokemon: The Mastermind of Mirage Pokemon","1527"
"Maburaho","193"
"Girls Bravo","241"
"Ah My Buddha!!","591"
"Ichigo 100%","248"
"Kanon","144"
"Full Metal Panic!","71"
"ItaKiss","3731"
"Kimi ga Nozomu Eien ~Next Season~","3318"
"Cat Planet Cuties","6166"
"Blood-C","10490"
"Ben-To","10396"
"My-Hime","98"
"Oreimo","8769"
"Puni Puni Poemy","564"
"Akane Maniax","281"
"Absolute Duo","25397"
"Looking Up At the Half-Moon","587"
"Sankarea","11499"
"Sankarea OVA","13055"
